periódicos, scielo_url, publicador, status
"Medicina Oral, Patología Oral y Cirugía Bucal (Ed. impresa)", "http://scielo.isciii.es/scielo.php?script=sci_serial&pid=1698-4447&lng=en", "Sociedad Española de Medicina Oral", "deceased"
"Medicina Oral, Patología Oral y Cirugía Bucal (Internet)", "http://scielo.isciii.es/scielo.php?script=sci_serial&pid=1698-6946&lng=en", "Sociedad Española de Medicina Oral", "suspended"
"Medicina U.P.B.", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0120-4874&lng=en", "Universidad Pontificia Bolivariana", "current"
"Medicina y Seguridad del Trabajo", "http://scielo.isciii.es/scielo.php?script=sci_serial&pid=0465-546X&lng=en", "Escuela Nacional de Medicina del Trabajo. Instituto de Salud Carlos III", "current"
"Medievalista online", "http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=1646-740X&lng=en", "Instituto de Estudos Medievais, Faculdade de Ciências Sociais e Humanas da Universidade Nova de Lisboa", "current"
"Medifam", "http://scielo.isciii.es/scielo.php?script=sci_serial&pid=1131-5768&lng=en", "Arán Ediciones, S. L.", "deceased"
"MEDISAN", "http://scielo.sld.cu/scielo.php?script=sci_serial&pid=1029-3019&lng=en", "Centro Provincial de Ciencias Médicas, Santiago de Cuba", "current"
"MediSur", "http://scielo.sld.cu/scielo.php?script=sci_serial&pid=1727-897X&lng=en", "Facultad de Ciencias Médicas de Cienfuegos, Centro Provincial de Ciencias Médicas Provincia de Cienfuegos.", "current"
"Memoria americana", "http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1851-3751&lng=en", "Instituto de Ciencias Antropológicas, Facultad de Filosofía y Letras, Universidad de Buenos Aires.", "current"
"Memoria y Sociedad", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0122-5197&lng=en", "Pontificia Universidad Javeriana", "current"
"Memórias do Instituto Oswaldo Cruz", "http://www.scielo.br/scielo.php?script=sci_serial&pid=0074-0276&lng=en", "Instituto Oswaldo Cruz, Ministério da Saúde", "current"
"Memorias: Revista Digital de Historia y Arqueología desde el Caribe", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=1794-8886&lng=en", "Universidad del Norte", "current"
"Mental", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=1679-4427&lng=en", "Universidade Presidente Antônio Carlos", "current"
"Mercator (Fortaleza)", "http://www.scielo.br/scielo.php?script=sci_serial&pid=1984-2201&lng=en", "Universidade Federal do Ceará", "current"
"Metaphora", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=2072-0696&lng=en", "Grupo de Estudios Psicoanalíticos de Guatemala", "deceased"
"Meteorologica", "http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1850-468X&lng=en", "Centro Argentino de Meteorólogos", "current"
"Mexican law review", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=1870-0578&lng=en", "Universidad Nacional Autónoma de México, Instituto de Investigaciones Jurídicas", "current"
"México y la cuenca del pacífico", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=2007-5308&lng=en", "Universidad de Guadalajara, Centro Universitario de Ciencias Sociales y Humanidades, Departamento de Estudios del Pacífico", "current"
"MHSalud", "http://www.scielo.sa.cr/scielo.php?script=sci_serial&pid=1659-097X&lng=en", "Escuela de Ciencias del Movimiento Humano y Calidad de Vida, Universidad Nacional", "current"
"Migración y desarrollo", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=1870-7599&lng=en", "Red Internacional de Migración y Desarrollo", "suspended"
"Migraciones internacionales", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=1665-8906&lng=en", "El Colegio de la Frontera Norte", "current"
"Missionalia", "http://www.scielo.org.za/scielo.php?script=sci_serial&pid=0256-9507&lng=en", "Southern African Missiological Society", "current"
"Mnemosine", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=1809-8894&lng=en", "Clio-Psyché - Programa de Estudos e Pesquisas em História da Psicologia da Universidade do Estado do Rio de Janeiro", "deceased"
"Momento", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0121-4470&lng=en", "Universidad Nacional de Colombia", "current"
"Mora (Buenos Aires)", "http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1853-001X&lng=en", "Universidad de Buenos Aires. Facultad de Filosofía y Letras.", "current"
"Mosaico", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=1982-5471&lng=en", "Universidade Federal de Minas Gerais, Faculdade de Filosofia e Ciências Humanas, Centro Acadêmico de Psicologia", "deceased"
"Motricidade", "http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=1646-107X&lng=en", "Edições Desafio Singular", "current"
"Motriz: Revista de Educação Física", "http://www.scielo.br/scielo.php?script=sci_serial&pid=1980-6574&lng=en", "Universidade Estadual Paulista", "current"
"Mudanças", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=0104-3269&lng=en", "Universidade Metodista de São Paulo", "deceased"
"Multequina", "http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1852-7329&lng=en", "Dirección de Recursos Naturales Renovables de Mendoza; Instituto Argentino de Investigaciones de las Zonas Aridas (IADIZA-CONICET)", "current"
"Mundo agrario", "http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1515-5994&lng=en", "Centro de Estudios Histórico-Rurales", "current"
"Nascer e Crescer", "http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=0872-0754&lng=en", "Centro Hospitalar do Porto", "current"
"Natureza humana", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=1517-2430&lng=en", "Sociedade Brasileira de Fenomenologia e Sociedade Brasileira de Psicanálise Winnicottiana", "current"
"Nauplius", "http://www.scielo.br/scielo.php?script=sci_serial&pid=0104-6497&lng=en", "Sociedade Brasileira de Carcinologia", "current"
"Nefrología (Madrid)", "http://scielo.isciii.es/scielo.php?script=sci_serial&pid=0211-6995&lng=en", "Sociedad Española de Nefrología", "current"
"Neotropical Entomology", "http://www.scielo.br/scielo.php?script=sci_serial&pid=1519-566X&lng=en", "Sociedade Entomológica do Brasil", "suspended"
"Neotropical Ichthyology", "http://www.scielo.br/scielo.php?script=sci_serial&pid=1679-6225&lng=en", "Sociedade Brasileira de Ictiologia", "current"
"Neumología y cirugía de tórax", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=0028-3746&lng=en", "Sociedad Mexicana de Neumología y Cirugía de Tórax; Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas; Sociedad Cubana de Neumología; Sociedad Paraguaya de Neumología; Sociedad Boliviana de Neumología.", "current"
"Neurocirugía", "http://scielo.isciii.es/scielo.php?script=sci_serial&pid=1130-1473&lng=en", "Sociedad Española de Neurocirugía", "suspended"
"Neuropsicologia Latinoamericana", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=2075-9479&lng=en", "Sociedad Latinoamericana de Neuropsicologia", "current"
"Nómadas", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0121-7550&lng=en", "Universidad Central", "current"
"Norteamérica", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=1870-3550&lng=en", "UNAM, Centro de Investigaciones sobre América del Norte", "suspended"
"Nova", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=1794-2470&lng=en", "Universidad Colegio Mayor de Cundinamarca", "current"
"Nova Economia", "http://www.scielo.br/scielo.php?script=sci_serial&pid=0103-6351&lng=en", "Nova Economia", "current"
"Nova Perspectiva Sistêmica", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=0104-7841&lng=en", "Instituto Noos", "current"
"Nova scientia", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=2007-0705&lng=en", "Universidad de La Salle Bajío A. C., Coordinación de Investigación", "current"
"Nova tellus", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=0185-3058&lng=en", "Universidad Nacional Autónoma de México, Instituto de Investigaciones Filológicas", "current"
"Novos Estudos - CEBRAP", "http://socialsciences.scielo.org/scielo.php?script=sci_serial&pid=0101-3300&lng=en", "Editora Brasileira de Ciências Ltda", "current"
"Núcleo", "http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=0798-9784&lng=en", "Universidad Central de Venezuela. Facultad de Humanidades", "current"
"Nucleus", "http://scielo.sld.cu/scielo.php?script=sci_serial&pid=0864-084X&lng=en", "CUBAENERGIA", "current"
"Nueva antropología", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=0185-0636&lng=en", "Nueva Antropología A.C.", "current"
"Nueva revista de filología hispánica", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=2448-6558&lng=en", "El Colegio de México, Centro de Estudios Lingüísticos y Literarios", "current"
"Nueva revista del Pacífico", "http://www.scielo.cl/scielo.php?script=sci_serial&pid=0719-5176&lng=en", "Universidad de Playa Ancha de Ciencias de la Educación. Facultad de Humanidades. Departamento de Literatura y Departamento de Lingüística", "current"
"Nutrición Hospitalaria", "http://scielo.isciii.es/scielo.php?script=sci_serial&pid=0212-1611&lng=en", "Grupo Arán", "current"
"Obras y proyectos", "http://www.scielo.cl/scielo.php?script=sci_serial&pid=0718-2813&lng=en", "Universidad Católica de la Santísima Concepción", "current"
"Observatorio (OBS*)", "http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=1646-5954&lng=en", "OberCom", "current"
"Odontoestomatología", "http://www.scielo.edu.uy/scielo.php?script=sci_serial&pid=1688-9339&lng=en", "Facultad de Odontología - Universidad de la República", "current"
"Odontología Vital", "http://www.scielo.sa.cr/scielo.php?script=sci_serial&pid=1659-0775&lng=en", "Universidad Latina de Costa Rica, Facultad de Odontología", "current"
"Odovtos International Journal of Dental Sciences", "http://www.scielo.sa.cr/scielo.php?script=sci_serial&pid=2215-3411&lng=en", "Facultad de Odontología. Universidad de Costa Rica", "current"
"Ola financiera", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=1870-1442&lng=en", "Universidad Nacional Autónoma de México, Facultad de Economía, División de Estudios de Posgrado, Instituto de Investigaciones", "suspended"
"Old Testament Essays", "http://www.scielo.org.za/scielo.php?script=sci_serial&pid=1010-9919&lng=en", "The Old Testament Society of Southern Africa (OTSSA)", "current"
"Olivar", "http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1852-4478&lng=en", "Centro de Teoría y Crítica Literaria, Facultad de Humanidades y Ciencias de la Educación, Universidad Nacional de La PLata", "deceased"
"Oncología (Barcelona)", "http://scielo.isciii.es/scielo.php?script=sci_serial&pid=0378-4835&lng=en", "Alpe Editores, S.A.", "deceased"
"Onderstepoort Journal of Veterinary Research", "http://www.scielo.org.za/scielo.php?script=sci_serial&pid=0030-2465&lng=en", "ARC-Onderstepoort Veterinary Institute - Agricultural Research Council", "current"
"Online Brazilian Journal of Nursing", "http://revodonto.bvsalud.org/scielo.php?script=sci_serial&pid=1676-4285&lng=en", "Escola de Enfermagem Aurora de Afonso Costa da Universidade Federal Fluminense", "suspended"
"Opción (Maracaibo)", "http://socialsciences.scielo.org/scielo.php?script=sci_serial&pid=1012-1587&lng=en", "Universidad del Zulia", "current"
"Opinião Pública", "http://www.scielo.br/scielo.php?script=sci_serial&pid=0104-6276&lng=en", " Centro de Estudos de Opinião Pública da Universidade Estadual de Campinas", "current"
"Organizações & Sociedade", "http://www.scielo.br/scielo.php?script=sci_serial&pid=1984-9230&lng=en", "Escola de Administração da Universidade Federal da Bahia", "current"
"Orientación y sociedad", "http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1851-8893&lng=en", "Facultad de Psicología, Universidad Nacional de La Plata", "current"
"ORINOQUIA", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0121-3709&lng=en", "Instituto de Investigaciones de la Orinoquia Colombiana", "current"
"Ornamental Horticulture", "http://www.scielo.br/scielo.php?script=sci_serial&pid=2447-536X&lng=en", "Sociedade Brasileira de Floricultura e Plantas Ornamentais", "current"
"PAAKAT: revista de tecnología y sociedad", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=2007-3607&lng=en", "Universidad de Guadalajara, Sistema de Universidad Virtual", "current"
"Páginas de Educación", "http://www.scielo.edu.uy/scielo.php?script=sci_serial&pid=1688-7468&lng=en", "Facultad de Ciencias Humanas - Universidad Católica del Uruguay.", "current"
"Palabra clave", "http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1853-9912&lng=en", "Facultad de Humanidades y Ciencias de la Educación, Universidad Nacional de La Plata", "current"
"Pampa (Santa Fe)", "http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=2314-0208&lng=en", "Ediciones UNL", "current"
"Pandaemonium Germanicum", "http://www.scielo.br/scielo.php?script=sci_serial&pid=1982-8837&lng=en", "Universidade de São Paulo/Faculdade de Filosofia, Letras e Ciências Humanas/", "current"
"Papéis Avulsos de Zoologia", "http://www.scielo.br/scielo.php?script=sci_serial&pid=0031-1049&lng=en", "Museu de Zoologia da Universidade de São Paulo", "current"
"Papel Politico", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0122-4409&lng=en", "Pontificia Universidad Javeriana", "current"
"Papeles de población", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=1405-7425&lng=en", "Universidad Autónoma del Estado de México, Centro de Investigación y Estudios Avanzados de la Población", "suspended"
"Papeles de trabajo - Centro de Estudios Interdisciplinarios en Etnolingüística y Antropología Socio-Cultural", "http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1852-4508&lng=en", "Universidad Nacional de Rosario, Facultad de Humanidades y Artes, Centro Interdisciplinario de Estudios Etnolingüísticos y Antropológicos Sociales", "current"
"Papers in physics", "http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1852-4249&lng=en", "Paper in Physics.", "current"
"Paradígma", "http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=1011-2251&lng=en", "Universidad Pedagogica Experimental Libertador", "current"
"Parasitología al día", "http://www.scielo.cl/scielo.php?script=sci_serial&pid=0716-0720&lng=en", "Sociedad Chilena de Parasitología.Federación Latinoamericana de Parasitología", "deceased"
"Parasitología latinoamericana", "http://www.scielo.cl/scielo.php?script=sci_serial&pid=0717-7712&lng=en", "Sociedad Chilena de Parasitología", "deceased"
"Pastos y Forrajes", "http://scielo.sld.cu/scielo.php?script=sci_serial&pid=0864-0394&lng=en", "Estación Experimental de Pastos y Forrajes Indio Hatuey", "current"
"Pedagogía y Saberes", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0121-2494&lng=en", "Facultad de Educación Universidad Pedagógica Nacional", "current"
"Pediatría Atención Primaria", "http://scielo.isciii.es/scielo.php?script=sci_serial&pid=1139-7632&lng=en", "Asociación Española de Pediatría de Atención Primaria", "current"
"Península", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=1870-5766&lng=en", "Universidad Nacional Autónoma de México, Centro Peninsular en Humanidades y Ciencias Sociales", "current"
"Pensamiento & Gestión", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=1657-6276&lng=en", "Fundación Universidad del Norte - Barranquilla, Colombia.", "current"
"Pensamiento palabra y obra", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=2011-804X&lng=en", "Facultad de Bellas Artes Universidad Pedagógica Nacional", "current"
"Pensamiento Psicológico", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=1657-8961&lng=en", "Pontificia Universidad Javeriana, seccional Cali", "current"
"Pensando familias", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=1679-494X&lng=en", "DOMUS - Centro de Terapia de Casal e Família", "current"
"Pensar en Movimiento: Revista de ciencias del ejercicio y la salud", "http://www.scielo.sa.cr/scielo.php?script=sci_serial&pid=1659-4436&lng=en", "Escuela de Educación Física de la Universidad de Costa Rica", "current"
"Per Musi", "http://www.scielo.br/scielo.php?script=sci_serial&pid=1517-7599&lng=en", "Escola de Música da UFMG", "suspended"
"PER: Potchefstroomse Elektroniese Regsblad", "http://www.scielo.org.za/scielo.php?script=sci_serial&pid=1727-3781&lng=en", "North-West University (Potchefstroom Campus)", "current"
"Perfil de Coyuntura Económica", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=1657-4214&lng=en", "Universidad de Antioquia", "suspended"
"Perfiles educativos", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=0185-2698&lng=en", "Universidad Nacional Autónoma de México, Instituto de Investigaciones sobre la Universidad y la Educación", "current"
"Perfiles latinoamericanos", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=0188-7653&lng=en", "Facultad Latinoamericana de Ciencias Sociales, Sede Académica de México", "current"
"Perífrasis. Revista de Literatura, Teoría y Crítica", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=2145-8987&lng=en", "Departamento de Humanidades y Literatura de la Universidad de los Andes", "current"
"Perinatología y reproducción humana", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=0187-5337&lng=en", "Instituto Nacional de Perinatología", "suspended"
"Persona (Lima)", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=1560-6139&lng=en", "Universidad de Lima. Facultad de Psicología", "suspended"
"Persona y Bioética", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0123-3122&lng=en", "Universidad de la Sabana", "current"
"Perspectiva Geográfica", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0123-3769&lng=en", "Universidad Pedagógica y Tecnológica de Colombia", "current"
"Perspectivas em análise do comportamento", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=2177-3548&lng=en", "Núcleo Paradigma de Análise do Comportamento", "current"
"Perspectivas em Ciência da Informação", "http://www.scielo.br/scielo.php?script=sci_serial&pid=1413-9936&lng=en", "Escola de Ciência da Informação da UFMG", "current"
"Perspectivas en Nutrición Humana", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0124-4108&lng=en", "Universidad de Antioquia", "current"
"Perspectivas psicológicas", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=1992-4690&lng=en", "Universidad Autónoma de Santo Domingo, Facultad de Humanidades, Departamento de Psicología", "deceased"
"Pesquisa Agropecuária Brasileira", "http://www.scielo.br/scielo.php?script=sci_serial&pid=0100-204X&lng=en", "Embrapa Secretaria de Pesquisa e Desenvolvimento", "current"
"Pesquisa Agropecuária Tropical", "http://www.scielo.br/scielo.php?script=sci_serial&pid=1983-4063&lng=en", "Escola de Agronomia/UFG", "current"
"Pesquisa Odontológica Brasileira", "http://www.scielo.br/scielo.php?script=sci_serial&pid=1517-7491&lng=en", "Sociedade Brasileira de Pesquisa Odontológica e Faculdade de Odontologia da Universidade de São Paulo", "deceased"
"Pesquisa Operacional", "http://www.scielo.br/scielo.php?script=sci_serial&pid=0101-7438&lng=en", "Sociedade Brasileira de Pesquisa Operacional", "current"
"Pesquisa Veterinária Brasileira", "http://www.scielo.br/scielo.php?script=sci_serial&pid=0100-736X&lng=en", "Colégio Brasileiro de Patologia Animal - CBPA. Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)", "current"
"Pesquisas e Práticas Psicossociais", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=1809-8908&lng=en", "Laboratório de Pesquisas e Intervenção Psicossocial (LAPIP/UFSJ)", "current"
"Pharmacy Practice (Granada)", "http://scielo.isciii.es/scielo.php?script=sci_serial&pid=1885-642X&lng=en", "Centro de Investigaciones y Publicaciones Farmacéuticas", "current"
"Phronimon", "http://www.scielo.org.za/scielo.php?script=sci_serial&pid=1561-4018&lng=en", "The South African Society for Greek Philosophy and the Humanities (SASGPH)", "current"
"Physis: Revista de Saúde Coletiva", "http://www.scielosp.org/scielo.php?script=sci_serial&pid=0103-7331&lng=en", "IMS-UERJ", "current"
"Phyton (Buenos Aires)", "http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1851-5657&lng=en", "Fundación Rómulo Raggio", "current"
"Planta Daninha", "http://www.scielo.br/scielo.php?script=sci_serial&pid=0100-8358&lng=en", "Sociedade Brasileira da Ciência das Plantas Daninhas", "current"
"Población y Salud en Mesoamérica", "http://www.scielo.sa.cr/scielo.php?script=sci_serial&pid=1659-0201&lng=en", "Universidad de Costa Rica. Centro Centroamericano de Población", "current"
"Población y sociedad", "http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1852-8562&lng=en", "Instituto Superior de Estudios Sociales", "current"
"Polibits", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=1870-9044&lng=en", "Instituto Politécnico Nacional, Centro de Innovación y Desarrollo Tecnológico en Cómputo", "suspended"
"Polibotánica", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=1405-2768&lng=en", "Instituto Politécnico Nacional, Escuela Nacional de Ciencias Biológicas", "current"
"Polímeros", "http://www.scielo.br/scielo.php?script=sci_serial&pid=0104-1428&lng=en", "Associação Brasileira de Polímeros", "current"
"Polis", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=1870-2333&lng=en", "UAM, Unidad Iztapalapa, División de Ciencias Sociales y Humanidades, Departamento de Sociología", "current"
"Polis (Santiago)", "http://www.scielo.cl/scielo.php?script=sci_serial&pid=0718-6568&lng=en", "Universidad de Los Lagos. Centro de Estudios del Desarrollo Regional y Políticas Públicas - CEDER", "current"
"Política criminal", "http://www.scielo.cl/scielo.php?script=sci_serial&pid=0718-3399&lng=en", "Universidad de Talca", "current"
"Política y cultura", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=0188-7742&lng=en", "Universidad Autónoma Metropolitana, Unidad Xochimilco", "current"
"Política y gobierno", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=1665-2037&lng=en", "Centro de Investigación y Docencia Económicas, División de Estudios Políticos", "current"
"Portugaliae Electrochimica Acta", "http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=0872-1904&lng=en", "Sociedade Portuguesa de Electroquímica", "current"
"Portuguese Journal of Nephrology & Hypertension", "http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=0872-0169&lng=en", "Sociedade Portuguesa de Nefrologia", "current"
"Portuguese Journal of Public Health", "http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=2504-3145&lng=en", "Escola Nacional de Saúde Pública", "current"
"Postdata", "http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1851-9601&lng=en", "Grupo Interuniversitario Postdata", "current"
"Praxis & Saber", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=2216-0159&lng=en", "Universidad Pedagógica y Tecnológica de Colombia (UPTC)", "current"
"Praxis educativa", "http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=0328-9702&lng=en", "UNLPam", "current"
"Praxis Filosófica", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0120-4688&lng=en", "Universidad del Valle", "current"
"Prismas", "http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1852-0499&lng=en", "Centro de Historia Intelectual, Departamento de Ciencias Sociales, Universidad Nacional de Quilmes", "current"
"Pró-Fono Revista de Atualização Científica", "http://www.scielo.br/scielo.php?script=sci_serial&pid=0104-5687&lng=en", "Pró-Fono Produtos Especializados para Fonoaudiologia Ltda.", "deceased"
"Pro-Posições", "http://www.scielo.br/scielo.php?script=sci_serial&pid=0103-7307&lng=en", "UNICAMP - Faculdade de Educação", "current"
"Problema anuario de filosofía y teoría del derecho", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=2007-4387&lng=en", "Universidad Nacional Autónoma de México, Instituto de Investigaciones Jurídicas", "current"
"Problemas del desarrollo", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=0301-7036&lng=en", "Universidad Nacional Autónoma de México, Instituto de Investigaciones Económicas", "current"
"Producción + Limpia", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=1909-0455&lng=en", "Corporación Universitaria Lasallista", "current"
"Production", "http://www.scielo.br/scielo.php?script=sci_serial&pid=0103-6513&lng=en", "Associação Brasileira de Engenharia de Produção", "current"
"Profile Issues in Teachers` Professional Development", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=1657-0790&lng=en", "Departamento de Lenguas Extranjeras, Universidad Nacional de Colombia.", "current"
"Prohistoria", "http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1851-9504&lng=en", "Grupo Prohistoria", "current"
"Prolegómenos", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0121-182X&lng=en", "Universidad Militar Nueva Granada", "current"
"Propuesta educativa", "http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1995-7785&lng=en", "Facultad Latinoamericana de Ciencias Sociales - Sede Académica Argentina", "current"
"Prospectiva", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=1692-8261&lng=en", "Universidad Autónoma del Caribe, Facultad de Ingeniería", "current"
"Proyecciones (Antofagasta)", "http://www.scielo.cl/scielo.php?script=sci_serial&pid=0716-0917&lng=en", "Universidad Católica del Norte, Departamento de Matemáticas", "current"
"Psic: revista da Vetor Editora", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=1676-7314&lng=en", "Vetor Editora Psico-Pedagógica", "deceased"
"Psicanálise e Universidade", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=1413-0556&lng=en", "Pontifícia Universidade Católica de São Paulo", "deceased"
"Psicanalítica", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=1679-074X&lng=en", "Sociedade Psicanalítica do Rio de Janeiro", "deceased"
"Psico", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=0103-5371&lng=en", "Programa de Pós-Graduação em Psicologia da PUCRS", "current"
"Psicogente", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0124-0137&lng=en", "Universidad Simón Bolívar", "current"
"Psicologia", "http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=0874-2049&lng=en", "Associação Portuguesa de Psicologia (APP)", "current"
"Psicologia & Sociedade", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=0102-7182&lng=en", "Associação Brasileira de Psicologia Social", "deceased"
"Psicologia Clínica", "http://www.scielo.br/scielo.php?script=sci_serial&pid=0103-5665&lng=en", "Departamento de Psicologia da Pontifícia Universidade Católica do Rio de Janeiro", "suspended"
"Psicologia clínica (Rio de Janeiro. Online)", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=1980-5438&lng=en", "Pontifícia Universidade Católica do Rio de Janeiro, Departamento de Psicologia", "deceased"
"Psicologia da Educação", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=1414-6975&lng=en", "Pontifícia Universidade Católica de São Paulo. Programa de Estudos Pós-Graduados em Educação: Psicologia da Educação", "current"
"Psicología desde el Caribe", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=0123-417X&lng=en", "Universidad del Norte", "suspended"
"Psicologia em Estudo", "http://www.scielo.br/scielo.php?script=sci_serial&pid=1413-7372&lng=en", "Departamento de Psicologia - Universidade Estadual de Maringá", "suspended"
"Psicologia em Pesquisa", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=1982-1247&lng=en", "Departamento de Psicologia da Universidade Federal de Juiz de Fora", "current"
"Psicologia em Revista", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=1677-1168&lng=en", "Pontifícia Universidade Católica de Minas Gerais. Instituto de Psicologia. Pró-Reitoria de Extensão", "current"
"Psicologia Ensino & Formação", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=2177-2061&lng=en", "Associação Brasileira de Ensino de Psicologia", "suspended"
"Psicologia Escolar e Educacional", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=1413-8557&lng=en", "Associação Brasileira de Psicologia Escolar e Educacional", "suspended"
